name,brand,categories,prices,reviews
Farmina N&D Prime Chicken & Pomegranate Medium & Maxi Adult Grain-Free Dry Dog Food,Farmina,a/b,"{'26.4-lb bag': '$94.95', '5.5-lb bag (original)': '$30.27', '5.5-lb bag': '$30.95', '15.4-lb bag': '$57.64', '26.4-lb bag (original)': '$91.34'}",86 Reviews
"
        Royal Canin Veterinary Diet Adult Hydrolyzed Protein PS Dry Dog Food",Royal Canin Veterinary Diet,a/b,"{'24.2-lb bag': '109.99', '8.8-lb bag': '52.99'}",81 Reviews
"
        Bundle: American Journey Limited Ingredient Salmon & Sweet Potato Recipe Grain-Free Dry Food + RelaxoPet Pro Dog Relaxation System", American Journey ,a/b,$142.98,0
"
        Hill's Prescription Diet Metabolic Chicken Flavor Dry Dog Food",Hill's Prescription Diet,a/b,"{'7.7-lb bag': '41.99', '27.5-lb bag': '104.99', '17.6-lb bag': '77.99'}",571 Reviews
Royal Canin Veterinary Diet Adult Renal Support Early Consult Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$78.99', '5.5-lb bag': '$31.99'}",5 Reviews
Evanger's Super Premium Game Bird Recipe with Coconut Oil Dry Dog Food,Evanger's,a/b,"{'33-lb bag': '$74.99', '4.4-lb bag': '$14.99'}",22 Reviews
"
        Annamaet Grain-Free Manitok Red Meat Formula Dry Dog Food",Annamaet,a/b,"{'25-lb bag': '105.55', '12-lb bag': '56.99', '5-lb bag': '26.99'}",68 Reviews
"
        Bundle: Halo Holistic Chicken & Chicken Liver + Wild Salmon & Whitefish Adult Dry Dog Food", Halo ,a/b,$37.98,0
Forza10 Nutraceutic Active Dermo Dry Dog Food,Forza10,a/b,"{'22-lb bag': '$89.99', '6-lb bag': '$36.99'}",9 Reviews
"
        ORIJEN Small Breed Grain-Free Dry Dog Food",ORIJEN,a/b,"{'10-lb bag': '52.99', '4-lb bag': '25.99'}",72 Reviews
"
        Bundle: Taste of the Wild High Prairie Grain-Free Dry Food + American Journey Poultry & Beef Grain-Free Canned Dog Food", Taste of the Wild ,a/b,$81.98,Read  1 Review
"
        Purina Pro Plan Veterinary Diets UR Urinary Ox/St Dry Dog Food",Purina Pro Plan Veterinary Diets,a/b,"{'6-lb bag': '35.99', '25-lb bag': '87.99', '16.5-lb bag': '68.99'}",192 Reviews
Royal Canin Veterinary Diet Adult Gastrointestinal Moderate Calorie Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'22-lb bag': '$99.99', '8.8-lb bag': '$49.69'}",41 Reviews
SquarePet Grain-Free Turkey & Chicken Formula Dry Dog Food,SquarePet,a/b,"{'23-lb bag': '$92.99', '4.4-lb bag': '$26.99'}",2 Reviews
"
        Bundle: Wellness Small Breed Complete Health Adult Turkey & Oatmeal Recipe Dry Food + CORE Bowl Boosters Bare Turkey Freeze-Dried Dog Food Mixer or Topper", Wellness ,a/b,$46.39,0
"
        Bundle: Stella & Chewy's Wild Red Classic Kibble Wholesome Grains Red Meat Recipe Dry Food + Wild Red Jerky Nuggets Beef & Lamb Recipe Dog Treats", Stella & Chewy's ,a/b,$28.38,0
"
        Bundle: Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry + Canned Dog Food, 5-lb bag", Purina Pro Plan ,a/b,$47.78,Read  1 Review
"
        Holistic Select Adult Health Lamb Meal Recipe Dry Dog Food",Holistic Select,a/b,"{'15-lb bag': '44.99', '30-lb bag': '77.99'}",89 Reviews
"
        Bundle: Merrick Real Chicken + Sweet Potato Recipe Dry Food + Wet Dog Food Wingaling", Merrick ,a/b,$103.30,0
"
        Blue Buffalo Wilderness Nature's Evolutionary Diet Plus Wholesome Grains Chicken, Oats & Barley Adult Dry Dog Food",Blue Buffalo,a/b,"{'11-lb bag': '34.98', '24-lb bag': '59.98', '4.5-lb bag': '19.98'}",25 Reviews
Gather Free Acres Organic Free-Run Chicken Dry Dog Food,Gather,a/b,"{'16-lb bag': '$93.99', '6-lb bag': '$41.99'}",18 Reviews
"
        Bundle: Wellness Simple Limited Ingredient Diet Salmon & Potato Formula Dry Food + CORE Bowl Boosters Joint Health Adult Dry Dog Food Topper", Wellness ,a/b,$83.96,0
"
        American Journey Limited Ingredient Duck & Sweet Potato Recipe Grain-Free Dry Dog Food",American Journey,a/b,"{'24-lb bag': '49.99', '12-lb bag': '39.99'}",672 Reviews
"
        CANIDAE PURE Petite Adult Small Breed Grain-Free with Salmon Dry Dog Food",CANIDAE,a/b,"{'4-lb bag': '19.99', '10-lb bag': '38.99'}",41 Reviews
"
        Hill's Prescription Diet d/d Skin/Food Sensitivities Potato & Salmon Recipe Dry Dog Food",Hill's Prescription Diet,a/b,"{'17.6-lb bag': '92.99', '8-lb bag': '52.99', '25-lb bag': '113.99'}",104 Reviews
"Sportsman's Pride Premium 26/18 Formula Adult Dog Food, 40-lb bag",Sportsman's Pride,a/b,"{'40-lb bag': '$39.16', '33-lb bag': '$38.98'}",8 Reviews
Royal Canin Veterinary Diet Adult Renal Support S Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$78.99', '5.5-lb bag (Original)': '$33.99', '6-lb bag': '$33.99', '16-lb bag (Original)': '$63.59'}",313 Reviews
Inception Fish Recipe Dry Dog Food,Inception,a/b,"{'4-lb bag': '$11.99', '13.5-lb bag': '$29.99', '27-lb bag': '$52.99'}",30 Reviews
"
        Blue Buffalo Wilderness Rocky Mountain Recipe with Red Meat Healthy Weight Grain-Free Dry Dog Food, 22-lb bag",Blue Buffalo,a/b,$62.99,181 Reviews
"
        Bundle: Hill's Science Diet Adult Sensitive Stomach & Skin Small & Mini Breed Chicken Recipe Dry Food, 4-lb bag + Tender Turkey & Rice Stew Canned Dog Food", Hill's Science Diet ,a/b,$54.17,3 Reviews
Ultimates Sensitive With Salmon Protein Dry Dog Food,Ultimates,a/b,"{'28-lb bag': '$45.24', '5-lb bag': '$15.77'}",1 Review
"Kinetic Performance Active 26K Formula Dry Dog Food, 35-lb bag",Kinetic,a/b,{'35-lb bag': '$57.99'},34 Reviews
"
        Bundle: Gentle Giants Canine Nutrition Chicken Dry Food + American Journey Peanut Butter Recipe Grain-Free Oven Baked Crunchy Biscuit Dog Treats", Gentle Giants ,a/b,$40.28,6 Reviews
"
        ACANA Rescue Care For Adopted Dogs Red Meat Sensitive Digestion Dry Dog Food",ACANA,a/b,"{'4-lb bag': '16.99', '22.5-lb bag': '62.49'}",9 Reviews
"
        Wellness Simple Limited Ingredient Diet Lamb & Oatmeal Formula Dry Dog Food",Wellness,a/b,"{'26-lb bag': '74.98', '40-lb bag': '109.99'}",169 Reviews
"
        Purina Pro Plan Veterinary Diets OM Overweight Management Dry Dog Food",Purina Pro Plan Veterinary Diets,a/b,"{'18-lb bag': '69.99', '6-lb bag': '33.99', '32-lb bag': '97.99'}",129 Reviews
"
        Bundle: American Journey Active Life Formula Poultry & Beef Variety Pack Canned Dog Food + Chicken, Brown Rice & Vegetables Recipe Dry Food", American Journey ,a/b,$70.63,0
"
        Bundle: Blue Buffalo Basics Skin & Stomach Care Duck & Potato Canned Food + Dry Dog Food", Blue Buffalo ,a/b,$123.84,0
BIXBI Liberty Small Breed Fisherman's Catch Dry Dog Food,BIXBI,a/b,"{'4-lb bag': '$17.99', '11-lb bag': '$36.99'}",1 Review
Regal Pet Foods Ocean Recipe Salmon & Whitefish Meals Whole Grains Adult Dry Dog Food,Regal Pet Foods,a/b,"{'26-lb bag': '$58.99', '4-lb bag': '$15.49', '13-lb bag': '$33.99'}",Write the First Review
"
        Bundle: Wellness CORE Small Breed Turkey & Chicken Recipe Dry Food + Bowl Boosters Bare Turkey Freeze-Dried Dog Food Mixer or Topper", Wellness ,a/b,$51.26,0
"
        Blue Buffalo Natural Veterinary Diet GI Gastrointestinal Support Dry Dog Food",Blue Buffalo Natural Veterinary Diet,a/b,"{'22-lb bag': '81.98', '6-lb bag': '31.78'}",22 Reviews
"
        Dr. Tim's All Life Stages Kinesis Formula Dry Dog Food",Dr. Tim's,a/b,"{'40-lb bag': '91.99', '15-lb bag': '41.39', '5-lb bag': '16.49'}",341 Reviews
"
        Hill's Prescription Diet Metabolic Lamb Meal & Rice Dry Dog Food",Hill's Prescription Diet,a/b,"{'17.6-lb bag': '80.99', '6-lb bag': '37.99'}",83 Reviews
"
        Stella & Chewy's Wild Red Raw Blend Kibble Wholesome Grains Prairie Recipe Dry Dog Food",Stella & Chewy's,a/b,"{'21-lb bag': '87.99', '3.5-lb bag': '16.94'}",12 Reviews
"
        Bundle: Merrick Real Texas Beef + Sweet Potato Recipe Grain-Free Adult Dry Food + Chunky Grain Free Wet Dog Food Big Texas Steak Tips Dinner", Merrick ,a/b,$104.34,Read  1 Review
"
        Instinct Original Grain-Free Recipe with Real Beef Freeze-Dried Raw Coated Dry Dog Food, 20-lb bag",Instinct,a/b,$71.50,90 Reviews
Royal Canin Veterinary Diet Adult Renal Support F Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$78.99', '6-lb bag': '$33.99'}",168 Reviews
"
        Annamaet Original Option Formula Dry Dog Food",Annamaet,a/b,"{'25-lb bag': '75.10', '12-lb bag': '39.99', '5-lb bag': '18.99', '40-lb bag': '111.99'}",89 Reviews
"
        Instinct Limited Ingredient Diet Grain-Free Recipe with Real Turkey Freeze-Dried Raw Coated Dry Dog Food",Instinct,a/b,"{'4-lb bag': '25.99', '22-lb bag': '74.99'}",157 Reviews
Evanger's Super Premium Chicken with Brown Rice Recipe Dry Dog Food,Evanger's,a/b,"{'33-lb bag': '$53.25', '4.4-lb bag': '$14.01', '16.5-lb bag': '$38.99'}",75 Reviews
"
        Blue Buffalo Wilderness Healthy Weight Chicken Recipe Grain-Free Dry Dog Food",Blue Buffalo,a/b,"{'4.5-lb bag': '18.98', '24-lb bag': '59.98'}",389 Reviews
Whole Earth Farms Healthy Grains Large Breed Chicken & Rice Recipe Dry Dog Food,Whole Earth Farms,a/b,"{'37-lb bag': '$54.98', '12-lb bag': '$28.98'}",47 Reviews
"
        Bundle: Vetnique Labs Glandex Peanut Butter Flavored Soft Chews Digestive Supplement for Dogs + Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry Food", Vetnique Labs ,a/b,$112.75,0
"
        ACANA Singles Limited Ingredient Diet Beef & Pumpkin Recipe Grain-Free Dry Dog Food",ACANA,a/b,"{'25-lb bag': '89.99', '13-lb bag': '54.99', '4.5-lb bag': '25.99'}",30 Reviews
"
        Bundle: Nature's Recipe Grain-Free Chicken, Sweet Potato & Pumpkin Recipe Dry Food + Chicken Recipe in Broth Wet Dog Food", Nature's Recipe ,a/b,$60.98,0
"
        Hill's Prescription Diet b/d Brain Aging Care Chicken Flavor Dry Dog Food, 17.6-lb bag",Hill's Prescription Diet,a/b,$74.99,62 Reviews
Royal Canin Veterinary Diet Adult Glycobalance Dry Dog Food,Royal Canin Veterinary Diet,a/b,"{'17.6-lb bag': '$79.99', '7.7-lb bag': '$41.99', '15-lb bag': '$61.39'}",363 Reviews
"
        Bundle: Purina Pro Plan Adult Sensitive Skin & Stomach Salmon & Rice Formula Dry + Canned Dog Food, 13-oz, case of 12", Purina Pro Plan ,a/b,$89.58,3 Reviews
"
        Blue Buffalo Basics Skin & Stomach Care Salmon & Potato Recipe Adult Dry Dog Food",Blue Buffalo,a/b,"{'24-lb bag': '63.98', '11-lb bag': '38.99'}",268 Reviews
"
        ACANA Singles Limited Ingredient Duck & Pear Grain-Free Dry Dog Food",ACANA,a/b,"{'25-lb bag': '89.99', '13-lb bag': '54.99', '4.5-lb bag': '28.99'}",30 Reviews
"AvoDerm Grain-Free Salmon & Vegetables Recipe Dry Dog Food, 4-lb bag",AvoDerm,a/b,{'4-lb bag': '$17.99'},5 Reviews
"
        Instinct Raw Boost Small Breed Grain-Free Recipe with Real Beef & Freeze-Dried Raw Pieces Dry Dog Food",Instinct,a/b,"{'4-lb bag': '28.04', '10-lb bag': '49.99'}",27 Reviews
"Hill's Science Diet Adult Large Breed Lamb Meal & Brown Rice Dry Dog Food, 33-lb bag",Hill's Science Diet,a/b,"{'33-lb bag': '$68.99', '15.5-lb bag': '$36.69', '30-lb bag': '$52.75'}",152 Reviews
"Solid Gold NutrientBoost Hund-N-Flocken Chicken, Brown Rice & Pearly Barley Recipe Adult Dry Dog Food",Solid Gold,a/b,"{'24-lb bag': '$40.39', '4-lb bag': '$15.99'}",140 Reviews
PetKind Tripe Dry Single Animal Protein Lamb & Lamb Tripe Formula Dry Dog Food,PetKind,a/b,"{'25-lb bag': '$96.99', '6-lb bag': '$31.99'}",10 Reviews
"
        Royal Canin Canine Care Nutrition Large Weight Care Adult Dry Dog Food",Royal Canin,a/b,"{'6-lb bag': '22.99', '35-lb bag': '80.99'}",212 Reviews
I and Love and You Nude Super Food Grain-Free Poultry Palooza Dry Dog Food,I and Love and You,a/b,"{'23-lb bag': '$59.02', '5-lb bag': '$22.99', '13-lb bag': '$37.99', '77-oz box': None}",65 Reviews
"
        Bundle: Wellness Complete Health Adult Whitefish & Sweet Potato Recipe Dry Food + CORE Bowl Boosters Heart Health Dry Dog Food Topper", Wellness ,a/b,$73.42,Read  1 Review
"
        Bundle: Nature's Recipe Small Breed Chicken, Sweet Potato & Pumpkin Recipe Dry Food + Chicken Recipe in Broth Wet Dog Food", Nature's Recipe ,a/b,$43.98,0
"Dogswell Digestive Health Lamb, Brown Rice & Egg Recipe Dry Dog Food",Dogswell,a/b,"{'24-lb bag': '$65.99', '12-lb bag': '$39.99'}",2 Reviews
"
        Purina Pro Plan Veterinary Diets EN Gastroenteric Fiber Balance Dry Dog Food",Purina Pro Plan Veterinary Diets,a/b,"{'6-lb bag': '36.99', '32-lb bag': '104.99', '18-lb bag': '72.99'}",186 Reviews
"
        ACANA Red Meat Recipe Grain-Free Dry Dog Food",ACANA,a/b,"{'13-lb bag': '44.99', '4.5-lb bag': '19.99', '25-lb bag': '69.99'}",364 Reviews
"
        Blue Buffalo Basics Skin & Stomach Care Turkey & Potato Recipe Adult Dry Dog Food",Blue Buffalo,a/b,"{'24-lb bag': '60.98', '11-lb bag': '35.98'}",116 Reviews
Ultimates Lamb Meal & Brown Rice Dry Dog Food,Ultimates,a/b,"{'28-lb bag': '$45.24', '5-lb bag (Original)': '$12.99', '5-lb bag': '$15.77', '28-lb bag (Original)': '$34.99'}",89 Reviews
Freely Salmon Recipe Whole Grain Dry Dog Food,Freely,a/b,"{'21-lb bag': '$59.99', '4-lb bag': '$17.99'}",5 Reviews
"
        Taste of the Wild Pine Forest Grain-Free Dry Dog Food",Taste of the Wild,a/b,"{'5-lb bag': '17.99', '28-lb bag': '54.99', '14-lb bag': '35.99'}",443 Reviews
"
        Bundle: Hill's Science Diet Adult Sensitive Stomach & Skin Small & Mini Breed Chicken Recipe Dry Food, 15-lb bag + Tender Turkey & Rice Stew Canned Dog Food", Hill's Science Diet ,a/b,$78.67,3 Reviews
"
        Purina Pro Plan Veterinary Diets EN Gastroenteric Low Fat Dry Dog Food",Purina Pro Plan Veterinary Diets,a/b,"{'6-lb bag': '36.99', '18-lb bag': '72.99', '32-lb bag': '104.99'}",128 Reviews
"
        VICTOR Purpose Performance Formula Dry Dog Food",VICTOR,a/b,"{'40-lb bag': '60.99', '5-lb bag': '14.99'}",341 Reviews
"
        Nutro Ultra Small Breed Adult Dry Dog Food",Nutro,a/b,"{'4-lb bag': '15.98', '15-lb bag': '34.98', '8-lb bag': '22.98'}",325 Reviews
"
        Instinct Raw Boost Toy Breed Grain-Free Recipe with Real Chicken & Freeze-Dried Raw Pieces Dry Dog Food, 4-lb bag",Instinct,a/b,$29.99,42 Reviews
"
        Halo Holistic Ocean of Vegan Recipe Dry Dog Food",Halo,a/b,"{'21-lb bag': '67.99', '10-lb bag': '45.99', '4-lb bag': '19.99'}",9 Reviews
"
        Bundle: Solid Gold Fit & Fabulous Weight Control Chicken, Sweet Potato & Green Bean Dry Food + Chicken, Sweet Potato & Green Bean Weight Control Recipe Canned Dog Food", Solid Gold ,a/b,$68.23,Read  1 Review
"
        Bundle: American Journey Savory Toppers Salmon Recipe in Gravy Grain-Free Dog Food Topper +  Salmon & Sweet Potato Recipe Grain-Free Dry Food", American Journey ,a/b,$77.80,0
"
        Bundle: Blue Buffalo Basics Skin & Stomach Care Adult Whitefish Entrée Canned Food + Salmon & Potato Recipe Dry Dog Food", Blue Buffalo ,a/b,$98.34,0
"
        Blue Buffalo Natural Veterinary Diet KS Kidney Support Grain-Free Dry Dog Food",Blue Buffalo Natural Veterinary Diet,a/b,"{'6-lb bag': '30.48', '22-lb bag': '84.98'}",139 Reviews
Forza10 Nutraceutic Active Line Oral Support Diet Dry Dog Food,Forza10,a/b,"{'6-lb bag': '$36.99', '18-lb bag': '$89.99'}",5 Reviews
"
        Purina Pro Plan Veterinary Diets JM Joint Mobility Dry Dog Food",Purina Pro Plan Veterinary Diets,a/b,"{'18-lb bag': '67.99', '6-lb bag': '33.99', '32-lb bag': '104.99'}",58 Reviews
"
        Rachael Ray Nutrish SuperMedleys Vitality Blend Superfoods & Beef Recipe Dry Dog Food",Rachael Ray Nutrish,a/b,"{'5-lb bag': '9.03', '12-lb bag': '21.68', '22-lb bag': '39.98'}",67 Reviews
"
        Hill's Science Diet Adult 1-6 Chicken & Brown Rice Recipe Dry Dog Food",Hill's Science Diet,a/b,"{'15-lb bag': '45.99', '4-lb bag': '19.49', '30-lb bag': '68.99'}",92 Reviews
"Gentle Giants Canine Nutrition Salmon Dry Dog Food, 18-lb bag",Gentle Giants,a/b,{'18-lb bag': '$39.99'},154 Reviews
ACANA Grasslands Grain-Free Dry Dog Food,ACANA,a/b,"{'25-lb bag': '$86.99', '4.5-lb bag': '$23.99', '5-lb bag (Original)': '$21.99', '5.5-lb bag': '$20.63', '13-lb bag': '$54.99', '15-lb bag (Original)': '$47.99', '15.4-lb bag': '$44.72', '28.6-lb bag (Original)': '$81.99', '29.7-lb bag': '$80.28'}",239 Reviews
Go! Solutions Small Bites Limited Ingredient Grain-Free Salmon Recipe Dry Dog Food,Go!,a/b,"{'6-lb bag': '$28.99', '3.5-lb bag': '$18.99', '22-lb bag': '$77.03'}",Write the First Review
"
        Nutro Limited Ingredient Diet Sensitive Support with Real Duck & Lentils Grain-Free Adult Dry Dog Food, 22-lb bag",Nutro,a/b,$65.99,45 Reviews
"
        Bundle: Instinct Limited Ingredient Diet Recipe with Real Lamb Freeze-Dried Raw Coated Dry + Canned Dog Food", Instinct ,a/b,$111.13,0
VICTOR Classic Elite Canine Dry Dog Food,VICTOR,a/b,"{'40-lb bag': '$64.99', '15-lb bag': '$31.99'}",31 Reviews
Iams Advanced Health Adult Healthy Digestion Real Chicken Dry Dog Food,Iams,a/b,"{'36-lb bag': '$45.98', '6-lb bag': '$12.74', '13.5-lb bag': '$24.99', '27-lb bag': '$35.98'}",3 Reviews
"
        Bundle: Blue Buffalo Freedom Adult Chicken Recipe Canned Food + Chicken Recipe Dry Dog Food", Blue Buffalo ,a/b,$93.35,0
"
        ACANA Singles Limited Ingredient Diet Lamb & Apple Recipe Grain-Free Dry Dog Food",ACANA,a/b,"{'25-lb bag': '89.99', '13-lb bag': '54.99', '4.5-lb bag': '28.99'}",38 Reviews
"
        Bundle: Purina Pro Plan Focus Classic Sensitive Skin & Stomach Salmon & Rice Entree Canned Food + Salmon Formula Dry Dog Food", Purina Pro Plan ,a/b,$106.08,0
"
        Nature's Recipe Small Bites Chicken & Rice Recipe Dry Dog Food",Nature's Recipe,a/b,"{'4-lb bag': '6.99', '12-lb bag': '19.48'}",120 Reviews
Dr. Gary's Best Breed Holistic Large Breed Dry Dog Food,Dr. Gary's Best Breed,a/b,"{'30-lb bag': '$58.99', '4-lb bag': '$14.54', '15-lb bag': '$31.99', '28-lb bag': None, '13-lb bag': '$31.99'}",53 Reviews
Lotus Oven-Baked Grain-Free Sardine & Herring Recipe Dry Dog Food,Lotus,a/b,"{'20-lb bag': '$99.49', '4-lb bag': '$28.69', '10-lb bag': '$56.99'}",15 Reviews
"
        Eukanuba Adult Large Breed Dry Dog Food",Eukanuba,a/b,"{'16-lb bag': '39.49', '33-lb bag': '61.49'}",279 Reviews
"
        Bundle: Natural Balance L.I.D. Limited Ingredient Diets Grain-Free Duck & Potato Formula Dry Food + American Journey Limited Ingredient Poultry Grain-Free Canned Dog Food", Natural Balance ,a/b,$85.54,0
Perfectus Plentiful Poultry & Ancient Grain Recipe Dry Dog Food,Perfectus,a/b,"{'25-lb bag': '$66.20', '8-lb bag': '$28.18'}",6 Reviews
"Rachael Ray Nutrish Big Life Large Breed Hearty Beef, Veggies & Brown Rice Recipe Dry Dog Food",Rachael Ray Nutrish,a/b,"{'40-lb bag': '$62.18', '14-lb bag': '$24.48', '28-lb bag': '$44.48'}",210 Reviews
"
        Blue Buffalo Natural Veterinary Diet HF Hydrolyzed for Food Intolerance Grain-Free Dry Dog Food",Blue Buffalo Natural Veterinary Diet,a/b,"{'22-lb bag': '94.96', '6-lb bag': '34.98'}",47 Reviews
"
        Wellness CORE RawRev Grain-Free Healthy Weight Recipe with Freeze Dried Turkey Dry Dog Food",Wellness,a/b,"{'18-lb bag': '76.98', '4-lb bag': '19.98'}",31 Reviews
"
        Merrick Backcountry Freeze-Dried Raw Grain-Free Big Game Recipe with Turkey, Duck & Quail Dry Dog Food",Merrick,a/b,"{'4-lb bag': '25.98', '20-lb bag': '74.98', '10-lb bag': '49.98'}",107 Reviews
Karma Balanced Nutrition Plant First Recipe with White Fish Adult Dry Dog Food,Karma,a/b,"{'24-lb bag': '$64.99', '4-lb bag': '$17.59', '12-lb bag': '$37.99'}",53 Reviews
"Black Gold Explorer Chicken Meal & Brown Rice Formula Dry Dog Food, 40-lb bag",Black Gold,a/b,{'40-lb bag': '$51.97'},14 Reviews
"
        Bundle: Natural Balance Fat Dogs Chicken & Salmon Formula Low Calorie Dry Food + Original Ultra Whole Body Health Reduced Calorie Chicken, Salmon & Duck Formula Canned Dog Food", Natural Balance ,a/b,$82.84,5 Reviews
"
        Hill's Prescription Diet l/d Liver Care Chicken Flavor Dry Dog Food, 17.6-lb bag",Hill's Prescription Diet,a/b,$90.99,316 Reviews
NUTRO SO SIMPLE Adult Chicken & Rice Recipe Natural Dry Dog Food,Nutro,a/b,"{'4.5-lb Bag': '$14.98', '12-lb Bag': '$27.99', '27-lb Bag': '$53.98'}",62 Reviews
"BIXBI Liberty Original Recipe Fresh Turkey, Chicken & Fish Grain-Free Dry Dog Food",BIXBI,a/b,"{'22-lb bag': '$56.99', '4-lb bag': '$15.69'}",9 Reviews
"
        Merrick Healthy Grains Real Salmon & Brown Rice Recipe With Ancient Grains Dry Dog Food",Merrick,a/b,"{'4-lb bag': '21.98', '12-lb bag': '44.98', '25-lb bag': '64.98'}",39 Reviews
"
        American Journey Beef & Sweet Potato Recipe Grain-Free Dry Dog Food",American Journey,a/b,"{'4-lb bag': '16.99', '12-lb bag': '34.99', '24-lb bag': '52.99'}",1383 Reviews
"
        Bundle: Purina Pro Plan Adult Large Breed Shredded Blend Chicken & Rice Formula Dry Food + Savor Canned Dog Food", Purina Pro Plan ,a/b,$84.78,0
"
        American Journey Large Breed Adult Chicken & Sweet Potato Recipe Grain-Free Dry Dog Food",American Journey,a/b,"{'12-lb bag': '34.99', '24-lb bag': '49.99'}",342 Reviews
Blue Buffalo Life Protection Formula Healthy Weight Adult Chicken & Brown Rice Recipe Dry Dog Food,Blue Buffalo,a/b,"{'30-lb bag': '$55.98', '3-lb bag': '$10.99', '5-lb bag': '$17.99', '6-lb bag': '$16.98', '15-lb bag': '$32.98', '24-lb bag': '$47.99', '34-lb bag': '$60.06', '30-lb bag, bundle of 2': '$111.96'}",1255 Reviews
